# Statistiques résumées des distributions par grandeur et par pas
step,name,n,mean,std,min,q10,q25,median,q75,q90,q99,max
300,actif_total,179,2503.5148,2417.2753,1366.1277,1604.8953,1811.4838,1865.5775,1998.2897,2214.4128,13205.1874,14578.1191
300,ratio_L_P,179,0.092,0.0108,0.0604,0.0845,0.0863,0.091,0.094,0.0977,0.1369,0.1442
300,taux_interne,179,0.0119,0.001,0.0086,0.0111,0.0117,0.0121,0.0123,0.013,0.0137,0.014
300,levier_entite,179,0.8781,0.1564,0.2263,0.9133,0.9166,0.919,0.9229,0.9244,0.9356,0.9463
310,passif_total,181,1911.9711,471.3415,1487.2095,1625.7499,1707.1094,1761.4462,1920.9389,2123.6067,3704.959,3793.1879
310,actif_liquide,181,179.8133,77.5242,110.5191,140.5776,158.4868,161.8249,167.5969,176.5731,515.4648,565.6129
310,actif_total,181,2617.6835,2581.9749,1617.5642,1761.1104,1860.5962,1916.774,2081.6287,2307.5661,14155.1302,15697.4792
310,ratio_L_P,181,0.0919,0.0114,0.0624,0.0838,0.0858,0.0907,0.0938,0.0974,0.1401,0.1491
310,taux_interne,181,0.0116,0.001,0.0081,0.0109,0.0114,0.0119,0.0121,0.0124,0.0128,0.013
310,levier_entite,181,0.8796,0.1529,0.2416,0.9136,0.9168,0.9194,0.9233,0.9252,0.9307,0.9437
320,passif_total,185,1981.6704,523.6651,988.2819,1694.7704,1749.2737,1815.9371,2013.6917,2202.2026,3943.2817,4060.724
320,actif_liquide,185,177.6173,63.9413,29.1583,149.3253,161.8437,164.9135,171.4087,180.2612,491.5375,557.4128
320,actif_total,185,2708.6082,2733.4706,1012.4402,1849.8426,1903.2461,1981.3433,2178.4882,2395.2156,15076.7112,16851.5976
320,ratio_L_P,185,0.089,0.0108,0.0295,0.0816,0.0851,0.0897,0.0932,0.0959,0.1255,0.1373
320,taux_interne,185,0.0114,0.001,0.0078,0.0107,0.0111,0.0117,0.012,0.0121,0.0124,0.0159
320,levier_entite,185,0.8817,0.1503,0.2321,0.9138,0.917,0.9197,0.9236,0.9263,0.9438,0.9761
330,passif_total,189,2040.0515,519.7169,1660.3864,1717.0067,1797.6682,1874.7053,2088.482,2279.4891,4022.3001,4069.3821
330,actif_liquide,189,188.1793,79.5976,123.6031,158.2979,163.8701,167.4502,176.2319,185.5532,525.8832,583.8985
330,actif_total,189,2806.2266,2894.8158,1782.6257,1874.9085,1959.2646,2027.8427,2265.6931,2459.4662,16080.308,18079.8053
330,ratio_L_P,189,0.0904,0.0105,0.0725,0.0814,0.0845,0.0895,0.0931,0.097,0.1299,0.1435
330,taux_interne,189,0.0112,0.001,0.0078,0.0105,0.0109,0.0115,0.0118,0.0121,0.0122,0.0123
330,levier_entite,189,0.8818,0.1518,0.2251,0.914,0.9173,0.9201,0.9242,0.9267,0.9339,0.935
340,passif_total,195,2091.1024,548.2397,792.9449,1737.1802,1829.1368,1929.2137,2141.9272,2363.8394,4120.57,4150.6467
340,actif_liquide,195,179.4773,48.8165,31.0221,161.3484,165.5933,170.5682,180.5503,190.5596,458.9603,499.3716
340,actif_total,195,2880.8769,3046.3083,818.9669,1897.6304,1992.8244,2089.3397,2318.7785,2550.8116,17061.8231,19357.8014
340,ratio_L_P,195,0.0865,0.0103,0.0391,0.0794,0.0832,0.0877,0.0924,0.0952,0.1115,0.1203
340,taux_interne,195,0.0111,0.0011,0.0078,0.0103,0.0108,0.0114,0.0117,0.012,0.0121,0.0178
340,levier_entite,195,0.8836,0.1511,0.2096,0.9142,0.9174,0.9207,0.9247,0.9278,0.9484,0.9682
350,passif_total,198,2153.6368,616.2505,584.164,1761.6019,1858.2621,2009.2569,2214.3095,2463.7784,4447.3974,4582.6832
350,actif_liquide,198,193.8148,86.9148,11.9913,164.7462,169.7951,173.4063,184.4437,194.2479,595.5445,635.9272
350,actif_total,198,2971.7205,3229.7212,591.1553,1923.1088,2024.4149,2179.9209,2396.9513,2656.8991,18159.0777,20725.8072
