pas,valeur
185,403.876704
185,385.799783
185,393.508345
185,395.718257
185,382.133971
185,431.152499
185,399.389413
185,400.367312
185,378.348599
185,395.005464
185,364.942488
185,401.26994
185,370.793725
185,363.729312
185,397.953796
185,416.940298
185,367.600579
185,352.09818
185,390.724732
185,372.809767
185,383.396034
185,383.750381
185,402.867255
185,354.410838
185,368.639784
185,351.728229
185,339.876395
185,387.069892
185,441.580649
185,339.41068
185,403.025028
185,398.959868
185,311.496571
185,384.932652
185,427.257073
190,996.245852
190,990.720755
190,990.285324
190,1007.367784
190,993.521882
190,1012.23653
190,985.227711
190,984.39847
190,981.227934
190,989.211892
190,1006.731876
190,976.262032
190,963.411099
190,850.203886
190,844.421815
190,842.442036
190,836.340991
190,829.990586
190,752.998147
190,749.926223
190,747.018464
190,745.531898
190,744.021934
190,732.716615
190,657.961843
190,658.054363
190,647.323648
190,710.683886
190,710.92226
190,636.408467
190,642.420949
190,631.046721
190,630.753288
190,623.215513
190,616.694257
190,547.785437
190,600.028541
190,523.73907
190,532.577061
190,583.451833
190,530.471327
190,575.911325
190,524.8133
190,517.131608
190,518.564032
190,551.004974
190,556.93332
190,554.189932
190,548.158198
190,500.516545
190,532.221691
190,536.959714
190,535.990493
190,523.742157
190,493.141752
190,476.214209
190,468.023689
190,447.353111
190,461.068254
190,456.332918
190,443.951
190,439.789953
190,460.781906
190,442.795869
190,433.409913
190,430.280831
190,432.452243
190,420.724151
190,418.883348
190,415.232118
190,403.334373
190,405.700076
190,408.125419
190,399.05148
190,438.584392
190,411.203563
190,411.668836
190,390.197033
190,404.119977
190,379.454613
190,407.886015
190,383.420016
190,376.414017
190,403.335292
190,420.025795
190,377.944831
190,364.133409
190,396.160932
190,380.61207
190,389.916687
190,389.695552
190,406.034232
190,363.867208
190,377.009993
190,494.643983
190,479.372227
190,392.283835
190,439.741881
190,472.432668
190,404.412278
190,400.577723
190,458.579597
190,386.52938
190,423.165969
190,417.250608
190,366.119358
190,146.091171
190,119.82885
195,1010.903683
195,1030.096921
195,995.945107
195,1044.764932
195,1031.366512
195,989.509417
195,1038.367011
195,1029.188385
195,1003.831172
195,1036.437365
195,1016.988889
195,1021.842299
195,988.339515
195,859.33503
195,853.930661
195,852.079861
195,846.375174
195,840.43552
195,762.863918
195,759.992767
195,757.29157
195,755.910805
195,754.508328
195,744.002856
195,668.518523
195,668.587812
195,657.940111
195,722.867947
195,723.098218
195,647.202003
195,653.495269
195,642.542994
195,642.238085
195,634.648791
195,628.073505
195,557.879794
195,612.086244
195,533.592068
195,543.228819
195,596.424077
195,541.02434
195,588.825198
195,535.987334
195,528.364376
195,529.869596
195,564.491106
195,570.559237
195,568.022962
195,562.21373
195,511.666872
195,546.6889
195,551.850307
195,550.796931
195,538.35521
195,505.27378
195,487.641106
195,479.678912
195,457.281483
195,472.876732
195,467.508732
195,455.762267
195,450.867765
195,476.577206
195,456.007802
195,445.35325
195,442.734669
195,444.807777
195,430.715166
195,430.26505
195,426.222063
195,420.341059
195,417.515856
195,420.146062
195,415.469103
195,445.753148
195,422.644228
195,422.611957
195,401.705818
195,412.953353
195,393.57713
195,414.293431
195,395.697803
195,388.762194
195,408.549952
195,423.008792
195,388.010322
195,375.872318
195,401.43477
195,388.200529
195,396.253208
195,395.474957
195,409.117537
195,373.121603
195,385.37572
195,489.202681
195,474.536226
195,397.71641
195,440.351441
195,468.067817
195,408.269277
195,404.422494
195,455.55203
195,391.017334
195,423.80599
195,414.084079
195,497.494311
195,468.482948
195,435.687954
195,433.848921
200,1125.754001
200,1090.316802
200,1125.530111
200,1083.986862
200,1079.141622
200,1086.559928
200,1060.471479
200,1126.220503
200,1071.916547
200,1099.25485
200,1106.859722
200,1065.227754
200,1012.091291
200,867.866673
200,862.81757
200,861.08814
200,855.756588
200,850.203886
200,772.128016
200,769.446981
200,766.94132
200,765.660734
200,764.360051
200,754.612721
200,678.48966
200,678.536951
200,667.975061
200,734.336611
200,734.55909
200,657.412142
200,663.966446
200,653.421834
200,653.106301
200,645.47423
200,638.853025
200,567.49644
200,623.522721
200,542.999602
200,553.390243
200,608.743754
200,551.093573
200,601.097017
200,546.654484
200,539.095422
200,540.668664
200,577.333608
200,583.528089
200,581.191961
200,575.601505
200,522.336665
200,560.488375
200,566.047224
200,564.914907
200,552.304723
200,516.891164
200,498.603228
200,490.869992
200,466.838003
200,484.223725
200,478.253958
200,467.134592
200,461.539679
200,491.752574
200,468.729519
200,456.867415
200,454.745313
200,456.720461
200,440.363758
200,441.258371
200,436.842323
200,436.795773
200,428.94817
200,431.772622
200,431.363788
200,452.661788
200,433.705652
200,433.191999
200,412.865497
200,421.503525
200,407.290379
200,420.493192
200,407.614287
200,400.759472
200,413.599164
200,425.891122
200,397.789104
200,387.299884
200,406.546512
200,395.571324
200,402.400619
200,401.082568
200,412.1045
200,524.95745
200,393.53491
200,485.30423
200,471.241827
200,403.034782
200,441.261393
200,465.222878
200,412.34204
200,408.453406
200,453.387701
200,395.767948
200,425.044382
200,415.778576
200,489.064902
200,461.929948
200,432.993448
200,422.77505
200,434.951561
200,8.597404
200,134.526492
