step,n_entities_alive,n_entities_total,n_spawned,extraction_total,interest_paid_total,credit_transactions,auto_invest_total,n_failures,destroyed_assets,redirected_claims,volume_prets_actifs,n_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale,mean_passif,mean_internal_rate
121,67,67,0,1327.8989,179.1628,0,1090.9494,0,0.0,0.0,7182.4794,97,38113.9621,27405.2205,3861.2622,409.0331,0.025838
122,67,67,0,1334.7295,179.1628,0,1128.7249,0,0.0,0.0,7182.4794,97,38532.6651,27721.8387,3963.347,413.7588,0.025705
123,68,68,1,1344.3558,179.1628,3,1051.9724,0,0.0,0.0,7530.2504,100,39306.8328,28304.977,3811.6054,416.2497,0.025606
124,69,69,1,1368.8508,185.9084,2,1041.0931,0,0.0,0.0,7761.4746,102,39974.1493,28743.345,3814.3298,416.5702,0.025606
125,69,69,0,1387.0514,190.416,1,1072.6733,0,0.0,0.0,7882.6233,103,40526.3715,29085.2166,3903.5316,421.5249,0.025417
126,69,69,0,1395.9623,192.7673,0,1134.706,0,0.0,0.0,7882.6233,103,40954.1374,29357.7162,4058.7979,425.4741,0.025306
127,70,70,1,1404.5501,192.7673,2,1098.451,0,0.0,0.0,8148.6428,105,41654.8586,29856.8053,3999.4105,426.5258,0.025277
128,70,70,0,1424.3016,197.8216,0,1159.9973,0,0.0,0.0,8148.6428,105,42085.4818,30131.5985,4155.2405,430.4514,0.025171
129,70,70,0,1430.6333,197.8216,0,1203.6746,0,0.0,0.0,8148.6428,105,42510.9496,30441.8251,4270.4817,434.8832,0.025058
130,70,70,0,1437.6359,197.8216,0,1235.1005,0,0.0,0.0,8148.6428,105,42931.6684,30774.1709,4358.8547,439.631,0.024942
131,70,70,0,1445.0355,197.8216,0,1258.422,0,0.0,0.0,8148.6428,105,43347.9009,31119.8678,4429.3903,444.5695,0.024824
132,70,70,0,1452.6501,197.8216,1,1234.4025,0,0.0,0.0,8281.8677,106,43893.039,31564.3991,4396.7723,450.92,0.024633
133,71,71,1,1465.5155,200.2348,2,1184.0623,0,0.0,0.0,8546.4457,108,44579.2548,32081.6074,4306.2017,451.8536,0.02462
134,72,72,1,1487.6525,205.0728,2,1162.537,0,0.0,0.0,8790.6176,110,45253.2038,32541.5181,4281.0682,451.9655,0.024636
135,72,72,0,1506.1457,209.5556,1,1185.4661,0,0.0,0.0,8925.0102,111,45812.5523,32895.9312,4351.6109,456.8879,0.024468
136,77,77,5,1526.191,212.0113,1,1218.0403,0,0.0,0.0,9069.6471,112,46438.7462,33307.5305,4446.5686,432.5653,0.032228
137,77,77,0,1544.1559,214.6221,1,1232.0992,0,0.0,0.0,9210.5232,113,47016.2879,33692.83,4497.9347,437.5692,0.029492
138,77,77,0,1560.2955,217.1443,1,1244.0852,0,0.0,0.0,9358.5569,114,47604.2175,34085.7138,4544.9468,442.6716,0.027612
139,77,77,0,1575.7905,219.7665,3,1183.0601,0,0.0,0.0,9742.3653,117,48430.3802,34641.561,4431.454,449.8904,0.025077
140,77,77,0,1600.8334,226.6409,2,1195.0391,0,0.0,0.0,9978.0649,119,49118.5707,35044.6029,4480.9028,455.1247,0.024738
141,77,77,0,1613.2021,230.8604,0,1281.5946,0,0.0,0.0,9978.0649,119,49570.1026,35286.4095,4690.6282,458.2651,0.024656
142,78,78,1,1620.895,230.8604,2,1259.3088,0,0.0,0.0,10251.502,121,50300.9619,35777.113,4662.3469,458.6809,0.024644
143,79,79,1,1642.5779,235.7686,1,1291.7148,0,0.0,0.0,10391.3929,122,50905.5189,36152.1053,4757.0207,457.6216,0.024775
144,79,79,0,1657.6935,238.2633,1,1317.5394,0,0.0,0.0,10525.3473,123,51496.1593,36530.886,4834.926,462.4163,0.024546
145,81,81,2,1672.3691,240.6372,4,1228.426,0,0.0,0.0,11031.1287,127,52479.6873,37191.0169,4662.5417,459.1484,0.024643
146,82,82,1,1706.028,249.6032,1,1289.3251,0,0.0,0.0,11172.6774,128,53106.1121,37523.3102,4820.1246,457.6013,0.024775
147,82,82,0,1720.362,252.1075,2,1287.0882,0,0.0,0.0,11457.3319,130,53866.9196,37981.6536,4837.9341,463.1909,0.02445
148,83,83,1,1736.2453,257.1325,1,1335.1764,0,0.0,0.0,11608.6964,131,54505.6963,38346.0449,4965.955,462.0005,0.024566
149,83,83,0,1751.3581,259.8084,1,1376.4226,0,0.0,0.0,11736.7783,132,55112.8587,38712.618,5078.4624,466.4171,0.024369
150,84,84,1,1763.3174,262.0554,1,1402.8241,0,0.0,0.0,11889.3777,133,55752.8114,39124.113,5159.3207,465.7632,0.024475
151,84,84,0,1779.325,264.7185,2,1373.2573,0,0.0,0.0,12198.1387,135,56541.0011,39645.0079,5117.8545,471.9644,0.024165
152,84,84,0,1794.0113,270.1051,1,1411.1977,0,0.0,0.0,12337.3991,136,57159.2853,40018.7157,5223.1705,476.4133,0.024019
