K_receveuse,K_donneuse,principal,surplus,partage
50.0,1853.377358490566,901.688679245283,11.57696645383286,1.178082446129565
50.0,1868.1509433962262,909.0754716981131,11.644707775718352,1.180527523980577
50.0,1882.9245283018868,916.4622641509434,11.71220630628978,1.182959385067675
50.0,1897.698113207547,923.8490566037735,11.779464618867003,1.1853782017194199
50.0,1912.4716981132074,931.2358490566037,11.846485242014552,1.1877841426997933
50.0,1927.245283018868,938.622641509434,11.91327066061286,1.190177373308963
50.0,1942.0188679245282,946.0094339622641,11.979823316897132,1.1925580554804436
50.0,1956.7924528301885,953.3962264150942,12.046145611465057,1.1949263478748124
50.0,1971.566037735849,960.7830188679245,12.112239904254501,1.1972824059701193
50.0,1986.3396226415093,968.1698113207547,12.178108515492156,1.19962638214914
50.0,2001.1132075471696,975.5566037735848,12.243753726614287,1.201958425783603
50.0,2015.8867924528302,982.9433962264151,12.309177781160564,1.2042786833155066
50.0,2030.6603773584905,990.3301886792452,12.37438288564168,1.2065872983356758
50.0,2045.4339622641508,997.7169811320754,12.439371210382134,1.2088844116596291
50.0,2060.2075471698113,1005.1037735849056,12.504144890338559,1.211170161400912
50.0,2074.9811320754716,1012.4905660377358,12.568706025894699,1.2134446830419647
50.0,2089.754716981132,1019.8773584905659,12.633056683633875,1.21570810950264
50.0,2104.528301886792,1027.264150943396,12.697198897089486,1.2179605712064672
50.0,2119.301886792453,1034.6509433962265,12.761134667474508,1.2202021961447413
50.0,2134.0754716981132,1042.0377358490566,12.824865964390604,1.2224331099385306
50.0,2148.8490566037735,1049.4245283018868,12.888394726517511,1.2246534358986878
50.0,2163.622641509434,1056.811320754717,12.95172286228339,1.226863295083932
50.0,2178.396226415094,1064.198113207547,13.014852250516803,1.229062806357085
50.0,2193.1698113207544,1071.5849056603772,13.077784741080876,1.2312520864395273
50.0,2207.943396226415,1078.9716981132076,13.140522155490189,1.2334312499639497
50.0,2222.7169811320755,1086.3584905660377,13.203066287511184,1.2356004095254511
50.0,2237.490566037736,1093.745283018868,13.265418903746223,1.237759675731063
50.0,2252.264150943396,1101.132075471698,13.32758174420222,1.239909157247745
50.0,2267.0377358490564,1108.5188679245282,13.389556522844181,1.2420489608489114
50.0,2281.8113207547167,1115.9056603773583,13.451344928133999,1.24417919145955
50.0,2296.5849056603774,1123.2924528301887,13.512948623555289,1.2462999521999762
50.0,2311.3584905660377,1130.6792452830189,13.574369248124405,1.2484113444282743
50.0,2326.132075471698,1138.066037735849,13.635608416888182,1.2505134677814798
50.0,2340.9056603773583,1145.4528301886792,13.696667721408915,1.2526064202155398
50.0,2355.6792452830186,1152.8396226415093,13.757548730236785,1.254690298044098
50.0,2370.452830188679,1160.2264150943395,13.818252989370315,1.2567651959761466
50.0,2385.2264150943397,1167.6132075471698,13.87878202270506,1.2588312071525873
50.0,2400.0,1175.0,13.939137332470963,1.260888423181736
200.0,204.0,2.0,0.00034832628713843405,0.5024753688566065
200.0,217.81132075471697,8.905660377358487,0.006570429540985856,0.5106672111854271
200.0,231.62264150943395,15.811320754716974,0.019746717206476916,0.5183654873838889
200.0,245.43396226415095,22.716981132075475,0.0389429346579675,0.5256334791825237
200.0,259.2452830188679,29.622641509433947,0.06337794741454772,0.5325230636308328
200.0,273.0566037735849,36.52830188679246,0.09239320590398847,0.5390772678761976
200.0,286.8679245283019,43.43396226415095,0.12542937363596707,0.5453321532323047
200.0,300.6792452830189,50.339622641509436,0.162008198131943,0.5513182278043753
200.0,314.49056603773585,57.24528301886792,0.20171827940620446,0.5570615214886026
200.0,328.3018867924528,64.15094339622641,0.24420377692418782,0.5625844150847413
200.0,342.1132075471698,71.0566037735849,0.28915536023546906,0.5679062875934402
200.0,355.92452830188677,77.96226415094338,0.3363028925978142,0.5730440272065477
200.0,369.7358490566038,84.8679245283019,0.38540946727064096,0.5780124388124349
200.0,383.5471698113207,91.77358490566036,0.43626650982158566,0.5828245720220324
200.0,397.35849056603774,98.67924528301887,0.4886897279971407,0.587491987501098
200.0,411.1698113207547,105.58490566037736,0.5425157409926626,0.59202497494151
